OBJECTID,FID_CollegePoints_Buffer,school,longitude,latitude,zipcode,admission_rate_1996,admission_rate_1997,admission_rate_1998,admission_rate_1999,admission_rate_2000,admission_rate_2001,admission_rate_2002,admission_rate_2003,admission_rate_2004,admission_rate_2005,admission_rate_2006,admission_rate_2007,admission_rate_2008,admission_rate_2009,admission_rate_2010,admission_rate_2011,admission_rate_2012,admission_rate_2013,admission_rate_2014,admission_rate_2015,admission_rate_2016,undergrad_population_1996,undergrad_population_1997,undergrad_population_1998,undergrad_population_1999,undergrad_population_2000,undergrad_population_2001,undergrad_population_2002,undergrad_population_2003,undergrad_population_2004,undergrad_population_2005,undergrad_population_2006,undergrad_population_2007,undergrad_population_2008,undergrad_population_2009,undergrad_population_2010,undergrad_population_2011,undergrad_population_2012,undergrad_population_2013,undergrad_population_2014,undergrad_population_2015,undergrad_population_2016,Acre_Estimate,Radius_ft_,BUFF_DIST,ORIG_FID,FID_ZIP_Codes,OBJECTID_1,ZIP5,ShapeSTAre,ShapeSTLen,Shape_Length,Shape_Area
63,12,Northeastern University,-71.088782,42.339992,2115,,,,,,0.703,0.6279,0.6136,0.4174,0.4695,0.4481,0.3944,0.3513,0.4101,0.3792,0.3453,0.3186,0.3231,0.3222,0.2848,0.2888,19780,19691,19447,19027,,19205,18994,18676,18571,17793,18001,17964,18069,18265,18579,15061,15239,13204,13492,13620,13345,87.00079667,1098.324819,1098.324819,12,10,11,02119,44511498.52,37680.7021,0.004311557,4.21362E-07
64,8,Wentworth Institute of Technology,-71.094983,42.336632,2115,,,,,,,,,,,,,,0.6279,0.5818,0.6139,0.6139,0.5761,0.8264,0.6667,0.7058,2859,3013,3029,3168,,3273,3203,3401,3597,3590,3596,3708,3763,3781,3711,3839,3972,3975,4295,4288,4274,27.86372461,621.568171,621.568171,8,11,12,02115,19771296.03,34806.58402,0.021873235,2.41127E-05
65,12,Northeastern University,-71.088782,42.339992,2115,,,,,,0.703,0.6279,0.6136,0.4174,0.4695,0.4481,0.3944,0.3513,0.4101,0.3792,0.3453,0.3186,0.3231,0.3222,0.2848,0.2888,19780,19691,19447,19027,,19205,18994,18676,18571,17793,18001,17964,18069,18265,18579,15061,15239,13204,13492,13620,13345,87.00079667,1098.324819,1098.324819,12,11,12,02115,19771296.03,34806.58402,0.021873235,2.41127E-05
66,8,Wentworth Institute of Technology,-71.094983,42.336632,2115,,,,,,,,,,,,,,0.6279,0.5818,0.6139,0.6139,0.5761,0.8264,0.6667,0.7058,2859,3013,3029,3168,,3273,3203,3401,3597,3590,3596,3708,3763,3781,3711,3839,3972,3975,4295,4288,4274,27.86372461,621.568171,621.568171,8,26,27,02120,17329493.55,28148.29991,0.027249946,3.34555E-05
67,12,Northeastern University,-71.088782,42.339992,2115,,,,,,0.703,0.6279,0.6136,0.4174,0.4695,0.4481,0.3944,0.3513,0.4101,0.3792,0.3453,0.3186,0.3231,0.3222,0.2848,0.2888,19780,19691,19447,19027,,19205,18994,18676,18571,17793,18001,17964,18069,18265,18579,15061,15239,13204,13492,13620,13345,87.00079667,1098.324819,1098.324819,12,26,27,02120,17329493.55,28148.29991,0.027249946,3.34555E-05
68,8,Wentworth Institute of Technology,-71.094983,42.336632,2115,,,,,,,,,,,,,,0.6279,0.5818,0.6139,0.6139,0.5761,0.8264,0.6667,0.7058,2859,3013,3029,3168,,3273,3203,3401,3597,3590,3596,3708,3763,3781,3711,3839,3972,3975,4295,4288,4274,27.86372461,621.568171,621.568171,8,28,29,02215,25198308,37861.73131,0.007730673,2.11497E-06
69,12,Northeastern University,-71.088782,42.339992,2115,,,,,,0.703,0.6279,0.6136,0.4174,0.4695,0.4481,0.3944,0.3513,0.4101,0.3792,0.3453,0.3186,0.3231,0.3222,0.2848,0.2888,19780,19691,19447,19027,,19205,18994,18676,18571,17793,18001,17964,18069,18265,18579,15061,15239,13204,13492,13620,13345,87.00079667,1098.324819,1098.324819,12,28,29,02215,25198308,37861.73131,0.007730673,2.11497E-06
70,9,The New England Conservatory of Music,-71.08629,42.340946,2115,,,,,,0.5581,0.377,0.3699,0.4161,0.3017,0.3017,0.2847,0.3166,0.3287,0.3023,0.2701,0.2952,0.2777,0.2914,0.3239,0.3543,371,387,403,398,,381,378,396,402,404,378,387,355,407,413,401,419,410,389,377,387,2.522990507,187.0367687,187.0367687,9,3,4,02118,31161577.07,32353.40762,0.005214642,7.26686E-07
71,12,Northeastern University,-71.088782,42.339992,2115,,,,,,0.703,0.6279,0.6136,0.4174,0.4695,0.4481,0.3944,0.3513,0.4101,0.3792,0.3453,0.3186,0.3231,0.3222,0.2848,0.2888,19780,19691,19447,19027,,19205,18994,18676,18571,17793,18001,17964,18069,18265,18579,15061,15239,13204,13492,13620,13345,87.00079667,1098.324819,1098.324819,12,3,4,02118,31161577.07,32353.40762,0.005214642,7.26686E-07
72,9,The New England Conservatory of Music,-71.08629,42.340946,2115,,,,,,0.5581,0.377,0.3699,0.4161,0.3017,0.3017,0.2847,0.3166,0.3287,0.3023,0.2701,0.2952,0.2777,0.2914,0.3239,0.3543,371,387,403,398,,381,378,396,402,404,378,387,355,407,413,401,419,410,389,377,387,2.522990507,187.0367687,187.0367687,9,11,12,02115,19771296.03,34806.58402,0.009877614,3.50118E-06
73,12,Northeastern University,-71.088782,42.339992,2115,,,,,,0.703,0.6279,0.6136,0.4174,0.4695,0.4481,0.3944,0.3513,0.4101,0.3792,0.3453,0.3186,0.3231,0.3222,0.2848,0.2888,19780,19691,19447,19027,,19205,18994,18676,18571,17793,18001,17964,18069,18265,18579,15061,15239,13204,13492,13620,13345,87.00079667,1098.324819,1098.324819,12,11,12,02115,19771296.03,34806.58402,0.009877614,3.50118E-06
